Mod:Item:MetaData, Localized Name
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shirt"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shirt"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shoes"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Shoes"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Hat"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Hat"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Pants"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Apiarist's Pants"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Carpeting"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Depth"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Direct"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Elytra"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Elytra"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Empowered V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Glider"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Revealing"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Revealing"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Fork"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Inventory III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Jump III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Naturalist's Eye"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Naturalist's Eye"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Night Vision"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Night Vision"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Padding"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Simple Solar"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Simple Solar"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Solar III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Sound Locator"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Sound Locator"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Speed III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Spoon"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Spoon"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Step Assist"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Flippers"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Flippers"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Robe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Robe"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Boots"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Boots"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Leggings"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Thaumaturge's Leggings"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive I"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive II"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive III"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive IV"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Explosive V"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:item_dark_steel_upgrade:1, Dark Steel Upgrade "Travel"
enderio:item_owl_egg, Owl Egg
enderio:block_alloy_endergy:0, Crude Steel Block
enderio:block_alloy_endergy:1, Crystalline Alloy Block
enderio:block_alloy_endergy:2, Melodic Alloy Block
enderio:block_alloy_endergy:3, Stellar Alloy Block
enderio:block_alloy_endergy:4, Crystalline Pink Slime Block
enderio:block_alloy_endergy:5, Energetic Silver Block
enderio:block_alloy_endergy:6, Vivid Alloy Block
enderio:item_alloy_endergy_ingot:0, Crude Steel Ingot
enderio:item_alloy_endergy_ingot:1, Crystalline Alloy Ingot
enderio:item_alloy_endergy_ingot:2, Melodic Alloy Ingot
enderio:item_alloy_endergy_ingot:3, Stellar Alloy Ingot
enderio:item_alloy_endergy_ingot:4, Crystalline Pink Slime Ingot
enderio:item_alloy_endergy_ingot:5, Energetic Silver Ingot
enderio:item_alloy_endergy_ingot:6, Vivid Alloy Ingot
enderio:item_alloy_endergy_nugget:0, Crude Steel Nugget
enderio:item_alloy_endergy_nugget:1, Crystalline Alloy Nugget
enderio:item_alloy_endergy_nugget:2, Melodic Alloy Nugget
enderio:item_alloy_endergy_nugget:3, Stellar Alloy Nugget
enderio:item_alloy_endergy_nugget:4, Crystalline Pink Slime Nugget
enderio:item_alloy_endergy_nugget:5, Energetic Silver Nugget
enderio:item_alloy_endergy_nugget:6, Vivid Alloy Nugget
enderio:item_alloy_endergy_ball:0, Crude Steel Grinding Ball
enderio:item_alloy_endergy_ball:1, Crystalline Alloy Grinding Ball
enderio:item_alloy_endergy_ball:2, Melodic Alloy Grinding Ball
enderio:item_alloy_endergy_ball:3, Stellar Alloy Grinding Ball
enderio:item_alloy_endergy_ball:4, Crystalline Pink Slime Grinding Ball
enderio:item_alloy_endergy_ball:5, Energetic Silver Grinding Ball
enderio:item_alloy_endergy_ball:6, Vivid Alloy Grinding Ball
enderio:item_item_conduit:0, Item Conduit
enderio:item_liquid_conduit:0, Fluid Conduit
enderio:item_liquid_conduit:1, Pressurized Fluid Conduit
enderio:item_liquid_conduit:2, Ender Fluid Conduit
enderio:item_power_conduit:0, Energy Conduit
enderio:item_power_conduit:1, Enhanced Energy Conduit
enderio:item_power_conduit:2, Ender Energy Conduit
enderio:item_redstone_conduit:0, Redstone Conduit
enderio:item_extract_speed_upgrade:0, Extract Speed Upgrade
enderio:item_extract_speed_downgrade:0, Extract Speed Downgrade
enderio:item_me_conduit:0, ME Conduit
enderio:item_me_conduit:1, Dense ME Conduit
enderio:item_opencomputers_conduit:0, OC Conduit
enderio:item_species_item_filter:0, Species Item Filter
enderio:block_simple_furnace, Simple Powered Furnace
enderio:block_simple_alloy_smelter, Simple Alloy Smelter
enderio:block_alloy_smelter, Alloy Smelter
enderio:block_enhanced_alloy_smelter, Enhanced Alloy Smelter
enderio:block_buffer:0, Item Buffer
enderio:block_buffer:1, Power Buffer
enderio:block_buffer:2, Omni Buffer
enderio:block_buffer:3, Creative Buffer
enderio:block_enchanter, Enchanter
enderio:block_farm_station, Farming Station
enderio:block_combustion_generator, Combustion Generator
enderio:block_enhanced_combustion_generator, Enhanced Combustion Generator
enderio:block_simple_stirling_generator, Simple Stirling Generator
enderio:block_stirling_generator, Stirling Generator
enderio:block_zombie_generator, Zombie Generator
enderio:block_franken_zombie_generator, Frank'n'Zombie Generator
enderio:block_ender_generator, Ender Generator
enderio:block_lava_generator, Lava Heat Exchanger
enderio:block_killer_joe, Killer Joe
enderio:block_electric_light:0, Electric Light
enderio:block_electric_light:1, Electric Light (Inverted)
enderio:block_electric_light:2, Light
enderio:block_electric_light:3, Light (Inverted)
enderio:block_electric_light:4, Wireless Light
enderio:block_electric_light:5, Wireless Light (Inverted)
enderio:block_attractor_obelisk, Attractor Obelisk
enderio:block_aversion_obelisk, Aversion Obelisk
enderio:block_inhibitor_obelisk, Inhibitor Obelisk
enderio:block_relocator_obelisk, Relocator Obelisk
enderio:block_weather_obelisk, Weather Obelisk
enderio:block_experience_obelisk, Experience Obelisk
enderio:block_painter, Painting Machine
enderio:block_reservoir, Endervoir
enderio:block_omni_reservoir, Omnivoir
enderio:block_simple_sag_mill, Simple SAG Mill
enderio:block_sag_mill, SAG Mill
enderio:block_enhanced_sag_mill, Enhanced SAG Mill
enderio:block_slice_and_splice, Slice'N'Splice
enderio:block_solar_panel:0, Simple Photovoltaic Cell
enderio:block_solar_panel:1, Photovoltaic Cell
enderio:block_solar_panel:2, Advanced Photovoltaic Cell
enderio:block_solar_panel:3, Vibrant Photovoltaic Cell
enderio:block_soul_binder, Soul Binder
enderio:block_powered_spawner, Powered Spawner
enderio:block_vat, The Vat
enderio:block_enhanced_vat, The Enhanced Vat
enderio:block_simple_wired_charger, Simple Wired Charger
enderio:block_wired_charger, Wired Charger
enderio:block_enhanced_wired_charger, Enhanced Wired Charger
enderio:block_wireless_charger, Wireless Charger
enderio:block_normal_wireless_charger, Wireless Charging Antenna
enderio:block_enhanced_wireless_charger, Enhanced Wireless Charging Antenna
enderio:block_wireless_charger_extension, Wireless Charging Antenna Extension
enderio:block_tank:0, Fluid Tank
enderio:block_tank:1, Pressurized Fluid Tank
enderio:block_transceiver, Dimensional Transceiver
enderio:block_vacuum_chest, Vacuum Chest
enderio:block_xp_vacuum, XP Vacuum
enderio:block_niard, The Niard
enderio:block_travel_anchor, Travel Anchor
enderio:block_tele_pad, Telepad Block
enderio:block_dialing_device, Dialing Device
enderio:block_impulse_hopper, Impulse Hopper
enderio:block_simple_crafter, Simple Crafter
enderio:block_crafter, Crafter
enderio:block_creative_spawner, Creative Spawner
enderio:block_cap_bank:0, Creative Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:1, Basic Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:2, Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_cap_bank:3, Vibrant Capacitor Bank
enderio:block_gauge, Energy Gauge
enderio:block_power_monitor, Power Monitor
enderio:block_advanced_power_monitor, Graphical Power Monitor
enderio:item_capacitor_grainy, Grainy Capacitor
enderio:item_capacitor_crystalline, Crystalline Capacitor
enderio:item_capacitor_melodic, Melodic Capacitor
enderio:item_capacitor_stellar, Stellar Capacitor
enderio:item_capacitor_totemic, Totemic Capacitor
enderio:item_endergy_conduit:0, Crude Energy Conduit
enderio:item_endergy_conduit:1, Iron Energy Conduit
enderio:item_endergy_conduit:2, Aluminium Energy Conduit
enderio:item_endergy_conduit:3, Gold Energy Conduit
enderio:item_endergy_conduit:4, Copper Energy Conduit
enderio:item_endergy_conduit:5, Silver Energy Conduit
enderio:item_endergy_conduit:6, Electrum Energy Conduit
enderio:item_endergy_conduit:7, Energetic Silver Energy Conduit
enderio:item_endergy_conduit:8, Crystalline Energy Conduit
enderio:item_endergy_conduit:9, Crystalline Pink Slime Energy Conduit
enderio:item_endergy_conduit:10, Melodic Energy Conduit
enderio:item_endergy_conduit:11, Stellar Energy Conduit
enderio:item_capacitor_silver, Silver Capacitor
enderio:item_capacitor_energetic_silver, Endergetic Silver Capacitor
enderio:item_capacitor_vivid, Endergised Capacitor
enderio:item_stellar_alloy_sword, The Ender Mark IV
enderio:item_stellar_alloy_pickaxe, Stellar Pickaxe
enderio:item_stellar_alloy_axe, Stellar Axe
enderio:item_stellar_alloy_helmet, Stellar Helmet
enderio:item_stellar_alloy_boots, Stellar Boots
enderio:item_stellar_alloy_chestplate, Stellar Chestplate
enderio:item_stellar_alloy_leggings, Stellar Leggings
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
itemfilters:filter, Item Filter
itemfilters:missing, Missing Item
projecte:alchemical_chest, Alchemical Chest
projecte:collector_mk1, Energy Collector MK1
projecte:collector_mk2, Energy Collector MK2
projecte:collector_mk3, Energy Collector MK3
projecte:condenser_mk1, Energy Condenser
projecte:condenser_mk2, Energy Condenser MK2
projecte:dm_furnace, Dark Matter Furnace
projecte:dm_pedestal, Dark Matter Pedestal
projecte:fuel_block:0, Alchemical Coal Block
projecte:fuel_block:1, Mobius Fuel Block
projecte:fuel_block:2, Aeternalis Fuel Block
projecte:interdiction_torch, Interdiction Torch
projecte:matter_block:0, Dark Matter Block
projecte:matter_block:1, Red Matter Block
projecte:nova_catalyst, Nova Catalyst
projecte:nova_cataclysm, Nova Cataclysm
projecte:relay_mk1, Anti-Matter Relay MK1
projecte:relay_mk2, Anti-Matter Relay MK2
projecte:relay_mk3, Anti-Matter Relay MK3
projecte:rm_furnace, Red Matter Furnace
projecte:transmutation_table, Transmutation Table
projecte:item.pe_philosophers_stone, Philosopher's Stone
projecte:item.pe_alchemical_bag:0, Alchemical Bag (White)
projecte:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
projecte:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
projecte:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
projecte:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
projecte:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
projecte:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
projecte:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
projecte:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
projecte:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
projecte:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
projecte:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
projecte:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
projecte:item.pe_alchemical_bag:13, Alchemical Bag (Green)
projecte:item.pe_alchemical_bag:14, Alchemical Bag (Red)
projecte:item.pe_alchemical_bag:15, Alchemical Bag (Black)
projecte:item.pe_repair_talisman, Repair Talisman
projecte:item.pe_klein_star:0, Klein Star Ein
projecte:item.pe_klein_star:1, Klein Star Zwei
projecte:item.pe_klein_star:2, Klein Star Drei
projecte:item.pe_klein_star:3, Klein Star Vier
projecte:item.pe_klein_star:4, Klein Star Sphere
projecte:item.pe_klein_star:5, Klein Star Omega
projecte:item.pe_fuel:0, Alchemical Coal
projecte:item.pe_fuel:1, Mobius Fuel
projecte:item.pe_fuel:2, Aeternalis Fuel
projecte:item.pe_covalence_dust:0, Low Covalence Dust
projecte:item.pe_covalence_dust:1, Medium Covalence Dust
projecte:item.pe_covalence_dust:2, High Covalence Dust
projecte:item.pe_matter:0, Dark Matter
projecte:item.pe_matter:1, Red Matter
projecte:item.pe_dm_pick, Dark Matter Pickaxe
projecte:item.pe_dm_axe, Dark Matter Axe
projecte:item.pe_dm_shovel, Dark Matter Shovel
projecte:item.pe_dm_sword, Dark Matter Sword
projecte:item.pe_dm_hoe, Dark Matter Hoe
projecte:item.pe_dm_shears, Dark Matter Shears
projecte:item.pe_dm_hammer, Dark Matter Hammer
projecte:item.pe_rm_pick, Red Matter Pickaxe
projecte:item.pe_rm_axe, Red Matter Axe
projecte:item.pe_rm_shovel, Red Matter Shovel
projecte:item.pe_rm_sword, Red Matter Sword
projecte:item.pe_rm_hoe, Red Matter Hoe
projecte:item.pe_rm_shears, Red Matter Shears
projecte:item.pe_rm_hammer, Red Matter Hammer
projecte:item.pe_rm_katar, Red Katar
projecte:item.pe_rm_morning_star, Red Morningstar
projecte:item.pe_dm_armor_3, Dark Matter Helmet
projecte:item.pe_dm_armor_2, Dark Matter Chestplate
projecte:item.pe_dm_armor_1, Dark Matter Leggings
projecte:item.pe_dm_armor_0, Dark Matter Boots
projecte:item.pe_rm_armor_3, Red Matter Helmet
projecte:item.pe_rm_armor_2, Red Matter Chestplate
projecte:item.pe_rm_armor_1, Red Matter Leggings
projecte:item.pe_rm_armor_0, Red Matter Boots
projecte:item.pe_gem_armor_3, Gem Helmet
